Chrom	Pos	Pos_normalized	Coverage	Target
chr3	178937363	0.358333333	1846	7
chr3	178937364	0.366666667	1862	7
chr3	178937365	0.375	1879	7
chr3	178937366	0.383333333	1897	7
chr3	178937367	0.391666667	1921	7
chr3	178937368	0.4	1937	7
chr3	178937369	0.408333333	1953	7
chr3	178937370	0.416666667	1968	7
chr3	178937371	0.425	1982	7
chr3	178937372	0.433333333	2000	7
chr3	178937373	0.441666667	2026	7
chr3	178937374	0.45	2043	7
chr3	178937375	0.458333333	2065	7
chr3	178937376	0.466666667	2076	7
chr3	178937377	0.475	2097	7
chr3	178937378	0.483333333	2117	7
chr3	178937379	0.491666667	2131	7
chr3	178937380	0.5	2152	7
chr3	178937381	0.508333333	2169	7
chr3	178937382	0.516666667	2186	7
chr3	178937383	0.525	2208	7
chr3	178937384	0.533333333	2235	7
chr3	178937385	0.541666667	2242	7
chr3	178937386	0.55	2256	7
chr3	178937387	0.558333333	2269	7
chr3	178937388	0.566666667	2289	7
chr3	178937389	0.575	2302	7
chr3	178937390	0.583333333	2315	7
chr3	178937391	0.591666667	2328	7
chr3	178937392	0.6	2347	7
chr3	178937393	0.608333333	2362	7
chr3	178937394	0.616666667	2364	7
chr3	178937395	0.625	2377	7
chr3	178937396	0.633333333	2389	7
chr3	178937397	0.641666667	2406	7
chr3	178937398	0.65	2413	7
chr3	178937399	0.658333333	2428	7
chr3	178937400	0.666666667	2439	7
chr3	178937401	0.675	2449	7
chr3	178937402	0.683333333	2471	7
chr3	178937403	0.691666667	2484	7
chr3	178937404	0.7	2493	7
chr3	178937405	0.708333333	2500	7
chr3	178937406	0.716666667	2526	7
chr3	178937407	0.725	2537	7
chr3	178937408	0.733333333	2548	7
chr3	178937409	0.741666667	2560	7
chr3	178937410	0.75	2570	7
chr3	178937411	0.758333333	2580	7
chr3	178937412	0.766666667	2584	7
chr3	178937413	0.775	2594	7
chr3	178937414	0.783333333	2604	7
chr3	178937415	0.791666667	2612	7
chr3	178937416	0.8	2619	7
chr3	178937417	0.808333333	2629	7
chr3	178937418	0.816666667	2638	7
chr3	178937419	0.825	2642	7
chr3	178937420	0.833333333	2647	7
chr3	178937421	0.841666667	2647	7
chr3	178937422	0.85	2660	7
chr3	178937423	0.858333333	2670	7
chr3	178937424	0.866666667	2677	7
chr3	178937425	0.875	2683	7
chr3	178937426	0.883333333	2689	7
chr3	178937427	0.891666667	2701	7
chr3	178937428	0.9	2710	7
chr3	178937429	0.908333333	2716	7
chr3	178937430	0.916666667	2723	7
chr3	178937431	0.925	2727	7
chr3	178937432	0.933333333	2732	7
chr3	178937433	0.941666667	2742	7
chr3	178937434	0.95	2751	7
chr3	178937435	0.958333333	2756	7
chr3	178937436	0.966666667	2760	7
chr3	178937437	0.975	2769	7
chr3	178937438	0.983333333	2783	7
chr3	178937439	0.991666667	2791	7
chr3	178937440	1	2802	7
chr3	178938740	0.008333333	1781	8
chr3	178938741	0.016666667	1805	8
chr3	178938742	0.025	1836	8
chr3	178938743	0.033333333	1858	8
chr3	178938744	0.041666667	1876	8
chr3	178938745	0.05	1903	8
chr3	178938746	0.058333333	1919	8
chr3	178938747	0.066666667	1936	8
chr3	178938748	0.075	1967	8
chr3	178938749	0.083333333	1995	8
chr3	178938750	0.091666667	2013	8
chr3	178938751	0.1	2035	8
chr3	178938752	0.108333333	2062	8
chr3	178938753	0.116666667	2099	8
chr3	178938754	0.125	2138	8
chr3	178938755	0.133333333	2184	8
chr3	178938756	0.141666667	2224	8
chr3	178938757	0.15	2268	8
chr3	178938758	0.158333333	2308	8
chr3	178938759	0.166666667	2337	8
chr3	178938760	0.175	2372	8
chr3	178938761	0.183333333	2395	8
chr3	178938762	0.191666667	2406	8
chr3	178938763	0.2	2465	8
chr3	178938764	0.208333333	2483	8
chr3	178938765	0.216666667	2499	8
chr3	178938766	0.225	2513	8
chr3	178938767	0.233333333	2537	8
chr3	178938768	0.241666667	2568	8
chr3	178938769	0.25	2583	8
chr3	178938770	0.258333333	2597	8
chr3	178938771	0.266666667	2609	8
chr3	178938772	0.275	2627	8
chr3	178938773	0.283333333	2641	8
chr3	178938774	0.291666667	2665	8
chr3	178938775	0.3	2676	8
chr3	178938776	0.308333333	2686	8
chr3	178938777	0.316666667	2707	8
chr3	178938778	0.325	2738	8
chr3	178938779	0.333333333	2753	8
chr3	178938780	0.341666667	2768	8
chr3	178938781	0.35	2780	8
chr3	178938782	0.358333333	2796	8
chr3	178938783	0.366666667	2812	8
chr3	178938784	0.375	2821	8
chr3	178938785	0.383333333	2838	8
chr3	178938786	0.391666667	2853	8
chr3	178938787	0.4	2869	8
chr3	178938788	0.408333333	2878	8
chr3	178938789	0.416666667	2891	8
chr3	178938790	0.425	2902	8
chr3	178938791	0.433333333	2916	8
chr3	178938792	0.441666667	2928	8
chr3	178938793	0.45	2939	8
chr3	178938794	0.458333333	2946	8
chr3	178938795	0.466666667	2964	8
chr3	178938796	0.475	2971	8
chr3	178938797	0.483333333	2981	8
chr3	178938798	0.491666667	2994	8
chr3	178938799	0.5	3005	8
chr3	178938800	0.508333333	3013	8
chr3	178938801	0.516666667	3022	8
chr3	178938802	0.525	3038	8
chr3	178938803	0.533333333	3068	8
chr3	178938804	0.541666667	3084	8
chr3	178938805	0.55	3091	8
chr3	178938806	0.558333333	3102	8
chr3	178938807	0.566666667	3115	8
chr3	178938808	0.575	3126	8
chr3	178938809	0.583333333	3141	8
chr3	178938810	0.591666667	3147	8
chr3	178938811	0.6	3158	8
chr3	178938812	0.608333333	3158	8
chr3	178938813	0.616666667	3159	8
chr3	178938814	0.625	3170	8
chr3	178938815	0.633333333	3182	8
chr3	178938816	0.641666667	3200	8
chr3	178938817	0.65	3203	8
chr3	178938818	0.658333333	3208	8
chr3	178938819	0.666666667	3216	8
chr3	178938820	0.675	3218	8
chr3	178938821	0.683333333	3222	8
chr3	178938822	0.691666667	3225	8
chr3	178938823	0.7	3233	8
chr3	178938824	0.708333333	3240	8
chr3	178938825	0.716666667	3245	8
chr3	178938826	0.725	3246	8
chr3	178938827	0.733333333	3250	8
chr3	178938828	0.741666667	3260	8
chr3	178938829	0.75	3268	8
chr3	178938830	0.758333333	3280	8
chr3	178938831	0.766666667	3284	8
chr3	178938832	0.775	3284	8
chr3	178938833	0.783333333	3283	8
chr3	178938834	0.791666667	3280	8
chr3	178938835	0.8	3281	8
chr3	178938836	0.808333333	3289	8
chr3	178938837	0.816666667	3294	8
chr3	178938838	0.825	3295	8
chr3	178938839	0.833333333	3295	8
chr3	178938840	0.841666667	3299	8
chr3	178938841	0.85	3296	8
chr3	178938842	0.858333333	3298	8
chr3	178938843	0.866666667	3301	8
chr3	178938844	0.875	3298	8
chr3	178938845	0.883333333	3298	8
chr3	178938846	0.891666667	3302	8
chr3	178938847	0.9	3302	8
chr3	178938848	0.908333333	3299	8
chr3	178938849	0.916666667	3295	8
chr3	178938850	0.925	3301	8
chr3	178938851	0.933333333	3305	8
chr3	178938852	0.941666667	3302	8
chr3	178938853	0.95	3301	8
chr3	178938854	0.958333333	3303	8
chr3	178938855	0.966666667	3301	8
chr3	178938856	0.975	3306	8
chr3	178938857	0.983333333	3308	8
chr3	178938858	0.991666667	3295	8
chr3	178938859	1	3302	8
chr3	178942429	0.008333333	1391	9
chr3	178942430	0.016666667	1421	9
chr3	178942431	0.025	1449	9
chr3	178942432	0.033333333	1474	9
chr3	178942433	0.041666667	1492	9
chr3	178942434	0.05	1507	9
chr3	178942435	0.058333333	1526	9
chr3	178942436	0.066666667	1553	9
chr3	178942437	0.075	1579	9
chr3	178942438	0.083333333	1608	9
chr3	178942439	0.091666667	1620	9
chr3	178942440	0.1	1651	9
chr3	178942441	0.108333333	1668	9
chr3	178942442	0.116666667	1688	9
chr3	178942443	0.125	1704	9
chr3	178942444	0.133333333	1729	9
chr3	178942445	0.141666667	1753	9
chr3	178942446	0.15	1777	9
chr3	178942447	0.158333333	1793	9
chr3	178942448	0.166666667	1822	9
chr3	178942449	0.175	1846	9
chr3	178942450	0.183333333	1870	9
chr3	178942451	0.191666667	1895	9
chr3	178942452	0.2	1910	9
chr3	178942453	0.208333333	1954	9
chr3	178942454	0.216666667	1979	9
chr3	178942455	0.225	1997	9
chr3	178942456	0.233333333	2008	9
chr3	178942457	0.241666667	2025	9
chr3	178942458	0.25	2042	9
chr3	178942459	0.258333333	2069	9
chr3	178942460	0.266666667	2084	9
chr3	178942461	0.275	2113	9
chr3	178942462	0.283333333	2144	9
chr3	178942463	0.291666667	2160	9
chr3	178942464	0.3	2179	9
chr3	178942465	0.308333333	2200	9
chr3	178942466	0.316666667	2231	9
chr3	178942467	0.325	2251	9
chr3	178942468	0.333333333	2273	9
chr3	178942469	0.341666667	2286	9
chr3	178942470	0.35	2301	9
chr3	178942471	0.358333333	2319	9
chr3	178942472	0.366666667	2333	9
chr3	178942473	0.375	2350	9
chr3	178942474	0.383333333	2372	9
chr3	178942475	0.391666667	2392	9
chr3	178942476	0.4	2403	9
chr3	178942477	0.408333333	2418	9
chr3	178942478	0.416666667	2434	9
chr3	178942479	0.425	2458	9
chr3	178942480	0.433333333	2483	9
chr3	178942481	0.441666667	2509	9
chr3	178942482	0.45	2533	9
chr3	178942483	0.458333333	2560	9
chr3	178942484	0.466666667	2591	9
chr3	178942485	0.475	2610	9
chr3	178942486	0.483333333	2634	9
chr3	178942487	0.491666667	2649	9
chr3	178942488	0.5	2673	9
chr3	178942489	0.508333333	2691	9
chr3	178942490	0.516666667	2718	9
chr3	178942491	0.525	2748	9
chr3	178942492	0.533333333	2764	9
chr3	178942493	0.541666667	2777	9
chr3	178942494	0.55	2791	9
chr3	178942495	0.558333333	2800	9
chr3	178942496	0.566666667	2811	9
chr3	178942497	0.575	2821	9
chr3	178942498	0.583333333	2832	9
chr3	178942499	0.591666667	2848	9
chr3	178942500	0.6	2856	9
chr3	178942501	0.608333333	2862	9
chr3	178942502	0.616666667	2886	9
chr3	178942503	0.625	2899	9
chr3	178942504	0.633333333	2918	9
chr3	178942505	0.641666667	2928	9
chr3	178942506	0.65	2938	9
chr3	178942507	0.658333333	2951	9
chr3	178942508	0.666666667	2959	9
chr3	178942509	0.675	2969	9
chr3	178942510	0.683333333	2976	9
chr3	178942511	0.691666667	2982	9
chr3	178942512	0.7	2991	9
chr3	178942513	0.708333333	2995	9
chr3	178942514	0.716666667	3003	9
chr3	178942515	0.725	3010	9
chr3	178942516	0.733333333	3012	9
chr3	178942517	0.741666667	3022	9
chr3	178942518	0.75	3025	9
chr3	178942519	0.758333333	3034	9
chr3	178942520	0.766666667	3039	9
chr3	178942521	0.775	3049	9
chr3	178942522	0.783333333	3052	9
chr3	178942523	0.791666667	3055	9
chr3	178942524	0.8	3059	9
chr3	178942525	0.808333333	3059	9
chr3	178942526	0.816666667	3062	9
chr3	178942527	0.825	3066	9
chr3	178942528	0.833333333	3068	9
chr3	178942529	0.841666667	3067	9
chr3	178942530	0.85	3067	9
chr3	178942531	0.858333333	3070	9
chr3	178942532	0.866666667	3075	9
chr3	178942533	0.875	3072	9
chr3	178942534	0.883333333	3067	9
chr3	178942535	0.891666667	3069	9
chr3	178942536	0.9	3068	9
chr3	178942537	0.908333333	3064	9
chr3	178942538	0.916666667	3066	9
chr3	178942539	0.925	3058	9
chr3	178942540	0.933333333	3059	9
chr3	178942541	0.941666667	3055	9
chr3	178942542	0.95	3054	9
chr3	178942543	0.958333333	3057	9
chr3	178942544	0.966666667	3056	9
chr3	178942545	0.975	3056	9
chr3	178942546	0.983333333	3056	9
chr3	178942547	0.991666667	3055	9
chr3	178942548	1	3054	9
chr3	178947026	0.008333333	1798	10
chr3	178947027	0.016666667	1823	10
chr3	178947028	0.025	1858	10
chr3	178947029	0.033333333	1887	10
chr3	178947030	0.041666667	1910	10
chr3	178947031	0.05	1955	10
chr3	178947032	0.058333333	1990	10
chr3	178947033	0.066666667	2021	10
chr3	178947034	0.075	2036	10
chr3	178947035	0.083333333	2056	10
chr3	178947036	0.091666667	2078	10
chr3	178947037	0.1	2098	10
chr3	178947038	0.108333333	2126	10
chr3	178947039	0.116666667	2159	10
chr3	178947040	0.125	2178	10
chr3	178947041	0.133333333	2199	10
chr3	178947042	0.141666667	2247	10
chr3	178947043	0.15	2272	10
chr3	178947044	0.158333333	2296	10
chr3	178947045	0.166666667	2311	10
chr3	178947046	0.175	2334	10
chr3	178947047	0.183333333	2351	10
chr3	178947048	0.191666667	2364	10
chr3	178947049	0.2	2381	10
chr3	178947050	0.208333333	2398	10
chr3	178947051	0.216666667	2410	10
chr3	178947052	0.225	2433	10
chr3	178947053	0.233333333	2454	10
chr3	178947054	0.241666667	2474	10
chr3	178947055	0.25	2492	10
chr3	178947056	0.258333333	2498	10
chr3	178947057	0.266666667	2523	10
chr3	178947058	0.275	2556	10
chr3	178947059	0.283333333	2576	10
chr3	178947060	0.291666667	2601	10
chr3	178947061	0.3	2620	10
chr3	178947062	0.308333333	2633	10
chr3	178947063	0.316666667	2653	10
chr3	178947064	0.325	2672	10
chr3	178947065	0.333333333	2693	10
chr3	178947066	0.341666667	2706	10
chr3	178947067	0.35	2720	10
chr3	178947068	0.358333333	2740	10
chr3	178947069	0.366666667	2761	10
chr3	178947070	0.375	2777	10
chr3	178947071	0.383333333	2794	10
chr3	178947072	0.391666667	2806	10
chr3	178947073	0.4	2830	10
chr3	178947074	0.408333333	2842	10
chr3	178947075	0.416666667	2854	10
chr3	178947076	0.425	2870	10
chr3	178947077	0.433333333	2882	10
chr3	178947078	0.441666667	2893	10
chr3	178947079	0.45	2907	10
chr3	178947080	0.458333333	2928	10
chr3	178947081	0.466666667	2943	10
chr3	178947082	0.475	2951	10
chr3	178947083	0.483333333	2966	10
chr3	178947084	0.491666667	2991	10
chr3	178947085	0.5	3004	10
chr3	178947086	0.508333333	3013	10
chr3	178947087	0.516666667	3025	10
chr3	178947088	0.525	3060	10
chr3	178947089	0.533333333	3071	10
chr3	178947090	0.541666667	3089	10
chr3	178947091	0.55	3101	10
chr3	178947092	0.558333333	3122	10
chr3	178947093	0.566666667	3129	10
chr3	178947094	0.575	3139	10
chr3	178947095	0.583333333	3144	10
chr3	178947096	0.591666667	3153	10
chr3	178947097	0.6	3163	10
chr3	178947098	0.608333333	3170	10
chr3	178947099	0.616666667	3181	10
chr3	178947100	0.625	3193	10
chr3	178947101	0.633333333	3195	10
chr3	178947102	0.641666667	3203	10
chr3	178947103	0.65	3202	10
chr3	178947104	0.658333333	3223	10
chr3	178947105	0.666666667	3237	10
chr3	178947106	0.675	3241	10
chr3	178947107	0.683333333	3243	10
chr3	178947108	0.691666667	3252	10
chr3	178947109	0.7	3262	10
chr3	178947110	0.708333333	3274	10
chr3	178947111	0.716666667	3278	10
chr3	178947112	0.725	3284	10
chr3	178947113	0.733333333	3291	10
chr3	178947114	0.741666667	3297	10
chr3	178947115	0.75	3290	10
chr3	178947116	0.758333333	3295	10
chr3	178947117	0.766666667	3307	10
chr3	178947118	0.775	3313	10
chr3	178947119	0.783333333	3318	10
chr3	178947120	0.791666667	3325	10
chr3	178947121	0.8	3323	10
chr3	178947122	0.808333333	3328	10
chr3	178947123	0.816666667	3335	10
chr3	178947124	0.825	3330	10
chr3	178947125	0.833333333	3333	10
chr3	178947126	0.841666667	3327	10
chr3	178947127	0.85	3330	10
chr3	178947128	0.858333333	3328	10
chr3	178947129	0.866666667	3330	10
chr3	178947130	0.875	3337	10
chr3	178947131	0.883333333	3344	10
chr3	178947132	0.891666667	3342	10
chr3	178947133	0.9	3346	10
chr3	178947134	0.908333333	3346	10
chr3	178947135	0.916666667	3345	10
chr3	178947136	0.925	3347	10
chr3	178947137	0.933333333	3349	10
chr3	178947138	0.941666667	3346	10
chr3	178947139	0.95	3352	10
chr3	178947140	0.958333333	3352	10
chr3	178947141	0.966666667	3358	10
chr3	178947142	0.975	3359	10
chr3	178947143	0.983333333	3361	10
chr3	178947144	0.991666667	3360	10
chr3	178947145	1	3360	10
chr3	178947969	0.008333333	1904	11
chr3	178947970	0.016666667	1918	11
chr3	178947971	0.025	1931	11
chr3	178947972	0.033333333	1952	11
chr3	178947973	0.041666667	1972	11
chr3	178947974	0.05	1995	11
chr3	178947975	0.058333333	2015	11
chr3	178947976	0.066666667	2038	11
chr3	178947977	0.075	2056	11
chr3	178947978	0.083333333	2078	11
chr3	178947979	0.091666667	2102	11
chr3	178947980	0.1	2115	11
chr3	178947981	0.108333333	2145	11
chr3	178947982	0.116666667	2174	11
chr3	178947983	0.125	2191	11
chr3	178947984	0.133333333	2208	11
chr3	178947985	0.141666667	2234	11
chr3	178947986	0.15	2269	11
chr3	178947987	0.158333333	2290	11
chr3	178947988	0.166666667	2311	11
chr3	178947989	0.175	2338	11
chr3	178947990	0.183333333	2368	11
chr3	178947991	0.191666667	2391	11
chr3	178947992	0.2	2414	11
chr3	178947993	0.208333333	2436	11
chr3	178947994	0.216666667	2458	11
chr3	178947995	0.225	2482	11
chr3	178947996	0.233333333	2505	11
chr3	178947997	0.241666667	2525	11
chr3	178947998	0.25	2542	11
chr3	178947999	0.258333333	2557	11
chr3	178948000	0.266666667	2575	11
chr3	178948001	0.275	2602	11
chr3	178948002	0.283333333	2628	11
chr3	178948003	0.291666667	2647	11
chr3	178948004	0.3	2666	11
chr3	178948005	0.308333333	2699	11
chr3	178948006	0.316666667	2723	11
chr3	178948007	0.325	2750	11
chr3	178948008	0.333333333	2786	11
chr3	178948009	0.341666667	2813	11
chr3	178948010	0.35	2841	11
chr3	178948011	0.358333333	2870	11
chr3	178948012	0.366666667	2888	11
chr3	178948013	0.375	2901	11
chr3	178948014	0.383333333	2929	11
chr3	178948015	0.391666667	2952	11
chr3	178948016	0.4	2968	11
chr3	178948017	0.408333333	2988	11
chr3	178948018	0.416666667	3006	11
chr3	178948019	0.425	3022	11
chr3	178948020	0.433333333	3040	11
chr3	178948021	0.441666667	3059	11
chr3	178948022	0.45	3080	11
chr3	178948023	0.458333333	3097	11
chr3	178948024	0.466666667	3124	11
chr3	178948025	0.475	3140	11
chr3	178948026	0.483333333	3161	11
chr3	178948027	0.491666667	3171	11
chr3	178948028	0.5	3187	11
chr3	178948029	0.508333333	3200	11
chr3	178948030	0.516666667	3214	11
chr3	178948031	0.525	3224	11
chr3	178948032	0.533333333	3238	11
chr3	178948033	0.541666667	3255	11
chr3	178948034	0.55	3263	11
chr3	178948035	0.558333333	3284	11
chr3	178948036	0.566666667	3296	11
chr3	178948037	0.575	3306	11
chr3	178948038	0.583333333	3319	11
chr3	178948039	0.591666667	3323	11
chr3	178948040	0.6	3335	11
chr3	178948041	0.608333333	3350	11
chr3	178948042	0.616666667	3358	11
chr3	178948043	0.625	3369	11
chr3	178948044	0.633333333	3386	11
chr3	178948045	0.641666667	3398	11
chr3	178948046	0.65	3407	11
chr3	178948047	0.658333333	3417	11
chr3	178948048	0.666666667	3425	11
chr3	178948049	0.675	3435	11
chr3	178948050	0.683333333	3445	11
chr3	178948051	0.691666667	3448	11
chr3	178948052	0.7	3455	11
chr3	178948053	0.708333333	3459	11
chr3	178948054	0.716666667	3467	11
chr3	178948055	0.725	3477	11
chr3	178948056	0.733333333	3488	11
chr3	178948057	0.741666667	3494	11
chr3	178948058	0.75	3502	11
chr3	178948059	0.758333333	3511	11
chr3	178948060	0.766666667	3519	11
chr3	178948061	0.775	3524	11
chr3	178948062	0.783333333	3520	11
chr3	178948063	0.791666667	3516	11
chr3	178948064	0.8	3509	11
chr3	178948065	0.808333333	3500	11
chr3	178948066	0.816666667	3496	11
chr3	178948067	0.825	3494	11
chr3	178948068	0.833333333	3492	11
chr3	178948069	0.841666667	3482	11
chr3	178948070	0.85	3473	11
chr3	178948071	0.858333333	3467	11
chr3	178948072	0.866666667	3462	11
chr3	178948073	0.875	3450	11
chr3	178948074	0.883333333	3455	11
chr3	178948075	0.891666667	3459	11
chr3	178948076	0.9	3458	11
chr3	178948077	0.908333333	3464	11
chr3	178948078	0.916666667	3461	11
chr3	178948079	0.925	3455	11
chr3	178948080	0.933333333	3450	11
chr3	178948081	0.941666667	3447	11
chr3	178948082	0.95	3451	11
chr3	178948083	0.958333333	3447	11
chr3	178948084	0.966666667	3440	11
chr3	178948085	0.975	3439	11
chr3	178948086	0.983333333	3438	11
chr3	178948087	0.991666667	3437	11
chr3	178948088	1	3427	11
chr7	55209935	0.008333333	1545	12
chr7	55209936	0.016666667	1564	12
chr7	55209937	0.025	1589	12
chr7	55209938	0.033333333	1625	12
chr7	55209939	0.041666667	1647	12
chr7	55209940	0.05	1673	12
chr7	55209941	0.058333333	1700	12
chr7	55209942	0.066666667	1722	12
chr7	55209943	0.075	1743	12
chr7	55209944	0.083333333	1768	12
chr7	55209945	0.091666667	1786	12
chr7	55209946	0.1	1802	12
chr7	55209947	0.108333333	1821	12
chr7	55209948	0.116666667	1858	12
chr7	55209949	0.125	1881	12
chr7	55209950	0.133333333	1898	12
chr7	55209951	0.141666667	1917	12
chr7	55209952	0.15	1928	12
chr7	55209953	0.158333333	1951	12
chr7	55209954	0.166666667	1973	12
chr7	55209955	0.175	1990	12
chr7	55209956	0.183333333	2015	12
chr7	55209957	0.191666667	2037	12
chr7	55209958	0.2	2061	12
chr7	55209959	0.208333333	2081	12
chr7	55209960	0.216666667	2089	12
chr7	55209961	0.225	2106	12
chr7	55209962	0.233333333	2120	12
chr7	55209963	0.241666667	2135	12
chr7	55209964	0.25	2154	12
chr7	55209965	0.258333333	2169	12
chr7	55209966	0.266666667	2181	12
chr7	55209967	0.275	2207	12
chr7	55209968	0.283333333	2224	12
chr7	55209969	0.291666667	2243	12
chr7	55209970	0.3	2263	12
chr7	55209971	0.308333333	2293	12
chr7	55209972	0.316666667	2320	12
chr7	55209973	0.325	2339	12
chr7	55209974	0.333333333	2360	12
chr7	55209975	0.341666667	2385	12
chr7	55209976	0.35	2404	12
chr7	55209977	0.358333333	2436	12
chr7	55209978	0.366666667	2459	12
chr7	55209979	0.375	2477	12
chr7	55209980	0.383333333	2502	12
chr7	55209981	0.391666667	2530	12
chr7	55209982	0.4	2558	12
chr7	55209983	0.408333333	2576	12
chr7	55209984	0.416666667	2596	12
chr7	55209985	0.425	2623	12
chr7	55209986	0.433333333	2636	12
chr7	55209987	0.441666667	2647	12
chr7	55209988	0.45	2655	12
chr7	55209989	0.458333333	2668	12
chr7	55209990	0.466666667	2691	12
chr7	55209991	0.475	2705	12
chr7	55209992	0.483333333	2735	12
chr7	55209993	0.491666667	2752	12
chr7	55209994	0.5	2767	12
chr7	55209995	0.508333333	2785	12
chr7	55209996	0.516666667	2801	12
chr7	55209997	0.525	2811	12
chr7	55209998	0.533333333	2821	12
chr7	55209999	0.541666667	2841	12
chr7	55210000	0.55	2855	12
chr7	55210001	0.558333333	2860	12
chr7	55210002	0.566666667	2870	12
chr7	55210003	0.575	2887	12
chr7	55210004	0.583333333	2899	12
chr7	55210005	0.591666667	2912	12
chr7	55210006	0.6	2918	12
chr7	55210007	0.608333333	2942	12
chr7	55210008	0.616666667	2963	12
chr7	55210009	0.625	2992	12
chr7	55210010	0.633333333	3003	12
chr7	55210011	0.641666667	3016	12
chr7	55210012	0.65	3025	12
chr7	55210013	0.658333333	3037	12
chr7	55210014	0.666666667	3047	12
chr7	55210015	0.675	3048	12
chr7	55210016	0.683333333	3054	12
chr7	55210017	0.691666667	3059	12
chr7	55210018	0.7	3068	12
chr7	55210019	0.708333333	3073	12
chr7	55210020	0.716666667	3077	12
chr7	55210021	0.725	3077	12
chr7	55210022	0.733333333	3081	12
chr7	55210023	0.741666667	3086	12
chr7	55210024	0.75	3094	12
chr7	55210025	0.758333333	3101	12
chr7	55210026	0.766666667	3109	12
chr7	55210027	0.775	3108	12
chr7	55210028	0.783333333	3107	12
chr7	55210029	0.791666667	3110	12
chr7	55210030	0.8	3127	12
chr7	55210031	0.808333333	3124	12
chr7	55210032	0.816666667	3129	12
chr7	55210033	0.825	3138	12
chr7	55210034	0.833333333	3149	12
chr7	55210035	0.841666667	3146	12
chr7	55210036	0.85	3148	12
chr7	55210037	0.858333333	3149	12
chr7	55210038	0.866666667	3148	12
chr7	55210039	0.875	3149	12
chr7	55210040	0.883333333	3147	12
chr7	55210041	0.891666667	3149	12
chr7	55210042	0.9	3155	12
chr7	55210043	0.908333333	3152	12
chr7	55210044	0.916666667	3153	12
chr7	55210045	0.925	3158	12
chr7	55210046	0.933333333	3161	12
chr7	55210047	0.941666667	3165	12
chr7	55210048	0.95	3167	12
chr7	55210049	0.958333333	3165	12
chr7	55210050	0.966666667	3163	12
chr7	55210051	0.975	3160	12
chr7	55210052	0.983333333	3154	12
chr7	55210053	0.991666667	3147	12
chr7	55210054	1	3142	12
chr7	55210970	0.008333333	1826	13
chr7	55210971	0.016666667	1840	13
chr7	55210972	0.025	1861	13
chr7	55210973	0.033333333	1886	13
chr7	55210974	0.041666667	1900	13
chr7	55210975	0.05	1937	13
chr7	55210976	0.058333333	1963	13
chr7	55210977	0.066666667	1993	13
chr7	55210978	0.075	2020	13
chr7	55210979	0.083333333	2042	13
chr7	55210980	0.091666667	2073	13
chr7	55210981	0.1	2092	13
chr7	55210982	0.108333333	2117	13
chr7	55210983	0.116666667	2144	13
chr7	55210984	0.125	2166	13
chr7	55210985	0.133333333	2178	13
chr7	55210986	0.141666667	2195	13
chr7	55210987	0.15	2223	13
chr7	55210988	0.158333333	2241	13
chr7	55210989	0.166666667	2261	13
chr7	55210990	0.175	2283	13
chr7	55210991	0.183333333	2316	13
chr7	55210992	0.191666667	2342	13
chr7	55210993	0.2	2379	13
chr7	55210994	0.208333333	2419	13
chr7	55210995	0.216666667	2451	13
chr7	55210996	0.225	2485	13
chr7	55210997	0.233333333	2508	13
chr7	55210998	0.241666667	2534	13
chr7	55210999	0.25	2553	13
chr7	55211000	0.258333333	2579	13
chr7	55211001	0.266666667	2612	13
chr7	55211002	0.275	2621	13
chr7	55211003	0.283333333	2644	13
chr7	55211004	0.291666667	2668	13
chr7	55211005	0.3	2696	13
chr7	55211006	0.308333333	2711	13
chr7	55211007	0.316666667	2738	13
chr7	55211008	0.325	2750	13
chr7	55211009	0.333333333	2766	13
chr7	55211010	0.341666667	2784	13
chr7	55211011	0.35	2805	13
chr7	55211012	0.358333333	2822	13
chr7	55211013	0.366666667	2837	13
chr7	55211014	0.375	2849	13
chr7	55211015	0.383333333	2868	13
chr7	55211016	0.391666667	2882	13
chr7	55211017	0.4	2888	13
chr7	55211018	0.408333333	2897	13
chr7	55211019	0.416666667	2913	13
chr7	55211020	0.425	2923	13
chr7	55211021	0.433333333	2935	13
chr7	55211022	0.441666667	2947	13
chr7	55211023	0.45	2957	13
chr7	55211024	0.458333333	2963	13
chr7	55211025	0.466666667	2979	13
chr7	55211026	0.475	2991	13
chr7	55211027	0.483333333	3006	13
chr7	55211028	0.491666667	3028	13
chr7	55211029	0.5	3038	13
chr7	55211030	0.508333333	3050	13
chr7	55211031	0.516666667	3068	13
chr7	55211032	0.525	3078	13
chr7	55211033	0.533333333	3091	13
chr7	55211034	0.541666667	3100	13
chr7	55211035	0.55	3112	13
chr7	55211036	0.558333333	3127	13
chr7	55211037	0.566666667	3143	13
chr7	55211038	0.575	3154	13
chr7	55211039	0.583333333	3161	13
chr7	55211040	0.591666667	3180	13
chr7	55211041	0.6	3187	13
chr7	55211042	0.608333333	3204	13
chr7	55211043	0.616666667	3205	13
chr7	55211044	0.625	3215	13
chr7	55211045	0.633333333	3216	13
chr7	55211046	0.641666667	3219	13
chr7	55211047	0.65	3225	13
chr7	55211048	0.658333333	3232	13
chr7	55211049	0.666666667	3240	13
chr7	55211050	0.675	3272	13
chr7	55211051	0.683333333	3293	13
chr7	55211052	0.691666667	3301	13
chr7	55211053	0.7	3320	13
